Gender,University_Ranking,Updated_University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Job_Offers,Current_Job_Level,Job_Status
Male,977,8.5,Law,1,2,2,3,0,Entry,No
Male,588,9.5,Computer Science,4,4,1,6,0,Entry,Yes
Male,761,9.5,Business,3,9,3,10,4,Entry,Yes
Other,767,9.5,Law,3,7,0,6,3,Entry,Yes
Female,50,8.5,Mathematics,4,9,1,7,2,Mid,Yes
Male,868,9.5,Medicine,2,5,2,4,0,Executive,No
Male,970,7.0,Computer Science,1,0,4,8,0,Mid,No
Other,722,8.5,Business,1,5,0,8,5,Entry,No
Female,158,9.5,Medicine,3,6,1,7,1,Mid,Yes
Male,328,9.5,Arts,1,5,1,3,1,Entry,No
Male,745,8.5,Computer Science,4,2,2,3,5,Mid,No
Male,883,9.5,Arts,3,8,0,2,3,Entry,Yes
Male,77,9.5,Medicine,1,9,0,7,2,Entry,Yes
Female,735,9.5,Engineering,0,9,0,6,0,Mid,Yes
Female,633,9.5,Engineering,1,3,1,7,4,Entry,No
Female,454,9.5,Law,4,4,0,2,5,Mid,Yes
Female,310,9.5,Engineering,1,4,1,4,1,Senior,No
Male,327,9.5,Arts,2,2,1,1,0,Entry,No
Female,508,7.0,Computer Science,2,1,5,2,4,Entry,No
Female,853,8.5,Arts,3,7,0,7,0,Mid,Yes
Male,870,9.5,Arts,2,6,3,5,3,Mid,Yes
Male,107,9.5,Engineering,4,4,4,10,5,Entry,Yes
Female,241,8.5,Arts,0,0,4,3,3,Entry,No
Male,435,9.5,Medicine,0,9,3,2,4,Mid,Yes
Male,28,8.5,Business,3,0,0,3,1,Entry,No
Female,704,9.5,Business,3,7,1,4,5,Mid,Yes
Other,249,8.5,Business,2,3,2,10,3,Entry,No
Male,364,8.5,Law,4,3,3,10,1,Entry,Yes
Female,725,9.5,Mathematics,2,8,4,5,4,Mid,Yes
Male,533,8.5,Mathematics,4,1,4,8,5,Entry,No
Female,472,7.0,Engineering,4,4,1,9,4,Entry,Yes
Female,667,9.5,Mathematics,0,5,4,2,0,Entry,No
Female,539,9.5,Engineering,4,5,4,3,4,Entry,Yes
Male,589,9.5,Business,1,9,1,4,0,Entry,Yes
Female,818,9.5,Computer Science,4,2,0,7,1,Entry,Yes
Female,413,7.0,Law,0,9,5,6,5,Entry,No
Male,935,9.5,Business,2,5,4,6,0,Senior,No
Male,569,9.5,Arts,4,9,5,10,5,Mid,Yes
Male,631,9.5,Mathematics,1,9,5,7,1,Senior,Yes
Male,988,9.5,Business,3,4,0,1,3,Entry,Yes
Female,165,9.5,Mathematics,2,7,2,8,1,Mid,Yes
Male,989,9.5,Business,3,3,0,9,2,Entry,Yes
Male,576,7.0,Mathematics,1,9,1,2,0,Entry,No
Female,48,8.5,Computer Science,0,9,1,1,3,Entry,No
Male,662,9.5,Engineering,0,2,1,4,1,Mid,No
Female,484,9.5,Mathematics,2,5,4,2,4,Entry,No
Male,158,9.5,Engineering,4,9,3,6,0,Entry,Yes
Female,668,9.5,Arts,4,8,4,3,1,Entry,Yes
Female,151,8.5,Business,3,7,0,9,3,Entry,Yes
Female,225,9.5,Medicine,0,9,2,8,5,Entry,Yes
Male,260,7.0,Arts,4,7,2,7,4,Entry,Yes
Female,387,7.0,Mathematics,4,2,2,7,5,Mid,No
Male,256,7.0,Engineering,0,0,5,7,0,Mid,No
Male,61,9.5,Computer Science,0,2,2,5,3,Entry,No
Male,864,7.0,Mathematics,1,2,5,8,4,Entry,No
Female,772,9.5,Engineering,3,5,3,4,5,Entry,Yes
Male,833,7.0,Engineering,0,2,2,5,2,Entry,No
Female,396,8.5,Mathematics,1,1,5,3,4,Mid,No
Male,397,9.5,Computer Science,0,8,4,3,5,Entry,Yes
Male,162,9.5,Business,2,5,2,2,0,Senior,No
Female,380,7.0,Business,2,4,1,5,2,Entry,No
Male,443,8.5,Mathematics,2,2,0,2,1,Mid,No
Female,349,9.5,Mathematics,0,6,4,10,2,Senior,Yes
Male,969,8.5,Mathematics,4,6,3,4,2,Senior,Yes
Female,31,9.5,Engineering,4,3,4,10,2,Entry,Yes
Female,71,8.5,Mathematics,2,9,1,1,4,Entry,No
Male,397,8.5,Arts,3,1,2,2,2,Mid,No
Male,438,7.0,Medicine,1,1,2,1,2,Entry,No
Female,2,9.5,Mathematics,2,7,3,2,1,Mid,Yes
Female,929,9.5,Arts,1,3,0,4,2,Mid,No
Male,562,8.5,Law,1,6,2,1,5,Mid,No
Male,135,9.5,Arts,2,2,5,6,4,Entry,No
Female,146,9.5,Engineering,4,8,3,1,3,Mid,Yes
Female,179,9.5,Engineering,3,9,2,3,3,Entry,Yes
Male,264,7.0,Medicine,2,8,5,2,4,Mid,No
Female,311,8.5,Medicine,1,6,4,2,4,Entry,No
Male,204,9.5,Medicine,0,6,3,4,2,Mid,Yes
Female,811,7.0,Engineering,0,0,3,9,4,Senior,No
Male,699,7.0,Engineering,1,9,3,3,2,Mid,No
Other,30,9.5,Arts,2,7,2,6,0,Mid,Yes
Female,59,8.5,Engineering,4,1,3,10,1,Entry,Yes
Female,9,8.5,Law,2,7,4,3,1,Entry,No
Female,988,8.5,Business,3,1,0,10,1,Entry,Yes
Female,324,9.5,Business,0,0,0,5,0,Entry,No
Female,167,8.5,Medicine,1,7,1,9,1,Mid,Yes
Male,337,9.5,Engineering,4,3,4,3,2,Mid,Yes
Female,907,9.5,Law,2,9,4,8,5,Executive,Yes
Female,379,9.5,Business,3,5,3,6,3,Entry,Yes
Female,898,8.5,Arts,2,9,1,8,1,Executive,No
Male,791,7.0,Computer Science,3,9,5,2,1,Entry,Yes
Male,703,9.5,Mathematics,2,0,5,9,2,Mid,Yes
Male,242,8.5,Arts,4,8,4,1,5,Executive,Yes
Female,790,9.5,Computer Science,4,6,4,3,2,Mid,Yes
Male,957,8.5,Law,1,4,4,4,1,Entry,No
Female,666,9.5,Arts,4,5,2,6,4,Mid,Yes
Female,908,8.5,Business,3,2,4,4,0,Senior,No
Female,160,9.5,Engineering,1,8,5,2,3,Senior,Yes
Female,777,8.5,Computer Science,4,1,2,3,3,Entry,No
Male,235,8.5,Engineering,0,9,5,3,0,Mid,No
Male,453,9.5,Law,3,0,4,6,1,Senior,Yes
Male,858,9.5,Mathematics,1,0,5,5,1,Entry,No
Female,199,9.5,Mathematics,3,9,0,5,1,Entry,Yes
Male,477,9.5,Engineering,1,1,2,4,1,Executive,No
Female,33,9.5,Business,3,5,2,4,1,Entry,Yes
Male,408,8.5,Law,0,5,3,9,5,Mid,No
Male,89,7.0,Mathematics,4,8,4,7,3,Mid,Yes
Male,607,9.5,Medicine,2,9,1,8,1,Entry,Yes
Female,221,7.0,Medicine,2,3,1,4,2,Senior,No
Female,69,9.5,Computer Science,2,7,1,3,4,Entry,Yes
Male,294,7.0,Business,1,3,1,1,1,Mid,No
Female,237,8.5,Engineering,4,2,0,9,5,Mid,Yes
Male,907,7.0,Arts,1,3,1,9,2,Entry,No
Other,160,9.5,Arts,1,0,5,2,3,Entry,No
Female,832,9.5,Law,1,8,3,4,2,Mid,Yes
Male,840,7.0,Computer Science,1,4,1,4,0,Entry,No
Female,788,8.5,Computer Science,4,6,3,1,0,Entry,Yes
Male,290,9.5,Computer Science,2,2,2,2,2,Entry,No
Other,879,8.5,Business,3,4,5,8,1,Senior,No
Male,554,9.5,Arts,1,9,4,6,1,Entry,Yes
Female,904,9.5,Law,4,3,1,1,5,Entry,Yes
Male,578,9.5,Business,0,6,3,7,1,Mid,Yes
Female,533,9.5,Law,3,4,5,7,5,Entry,Yes
Female,335,8.5,Business,1,1,3,6,2,Mid,No
Female,582,9.5,Engineering,1,2,4,8,0,Mid,No
Female,773,9.5,Business,3,7,2,5,0,Entry,Yes
Female,502,9.5,Business,3,2,1,2,3,Entry,Yes
Male,246,7.0,Engineering,1,6,3,4,5,Entry,No
Male,323,9.5,Medicine,4,4,1,8,0,Executive,Yes
Male,747,9.5,Engineering,0,6,5,8,0,Mid,Yes
Other,939,9.5,Computer Science,4,9,0,5,4,Entry,Yes
Male,784,7.0,Mathematics,2,8,3,6,0,Entry,No
Female,611,7.0,Medicine,2,6,2,9,2,Mid,Yes
Female,329,9.5,Mathematics,2,5,5,10,5,Entry,Yes
Male,547,9.5,Arts,1,0,4,10,1,Entry,Yes
Male,339,8.5,Mathematics,0,3,3,10,2,Entry,No
Male,171,9.5,Law,0,7,0,2,5,Mid,Yes
Male,110,7.0,Business,1,0,4,5,1,Senior,No
Male,994,8.5,Medicine,1,5,2,9,1,Entry,No
Male,807,8.5,Arts,1,1,1,3,3,Entry,No
Female,10,8.5,Engineering,0,8,1,6,5,Entry,No
Other,202,8.5,Engineering,1,7,3,4,0,Entry,No
Male,916,7.0,Computer Science,3,8,4,4,3,Entry,Yes
Male,257,7.0,Mathematics,3,8,0,3,1,Entry,Yes
Male,262,9.5,Computer Science,3,1,0,10,4,Entry,Yes
Female,693,9.5,Medicine,1,1,2,1,4,Entry,No
Female,430,9.5,Mathematics,3,8,5,8,5,Entry,Yes
Male,507,8.5,Law,1,1,4,5,3,Mid,No
Male,66,7.0,Business,3,3,4,2,3,Mid,No
Female,806,9.5,Engineering,1,1,1,1,0,Senior,No
Female,673,9.5,Medicine,4,0,2,1,3,Entry,Yes
Male,579,8.5,Mathematics,2,9,2,4,3,Entry,No
Female,612,8.5,Medicine,4,6,5,4,2,Entry,Yes
Male,589,9.5,Law,2,4,2,6,3,Mid,No
Male,35,9.5,Mathematics,2,2,4,7,5,Entry,No
Female,975,8.5,Medicine,3,7,1,1,3,Entry,Yes
Female,557,9.5,Computer Science,2,4,2,10,5,Entry,Yes
Male,662,9.5,Law,2,0,1,2,5,Executive,No
Female,491,9.5,Engineering,4,8,5,3,2,Executive,Yes
Male,580,7.0,Mathematics,2,4,2,9,1,Mid,No
Female,254,9.5,Computer Science,1,2,4,4,5,Entry,No
Female,17,8.5,Computer Science,1,5,1,6,1,Mid,No
Female,261,9.5,Law,3,7,3,2,2,Mid,Yes
Female,725,9.5,Law,4,1,5,2,0,Mid,Yes
Male,825,8.5,Medicine,0,2,2,2,3,Senior,No
Female,256,9.5,Arts,4,6,4,5,5,Entry,Yes
Female,728,8.5,Arts,0,1,1,9,0,Senior,No
Female,863,7.0,Arts,2,4,0,6,4,Senior,No
Male,424,8.5,Mathematics,0,8,4,9,0,Mid,Yes
Female,501,9.5,Mathematics,2,6,4,6,3,Mid,Yes
Female,286,7.0,Medicine,4,2,0,9,1,Entry,Yes
Male,938,9.5,Business,4,1,0,5,3,Mid,Yes
Female,7,7.0,Mathematics,3,9,3,1,5,Mid,Yes
Male,497,8.5,Engineering,3,8,3,6,3,Entry,Yes
Male,892,7.0,Medicine,2,8,3,4,3,Entry,No
Female,199,9.5,Medicine,2,8,4,9,0,Mid,Yes
Female,603,8.5,Computer Science,1,9,4,6,1,Executive,No
Female,984,8.5,Arts,1,2,4,1,1,Entry,No
Male,659,7.0,Law,1,0,3,6,5,Entry,No
Other,937,7.0,Medicine,4,8,1,3,0,Senior,Yes
Male,418,9.5,Business,0,6,4,3,0,Entry,Yes
Male,662,9.5,Mathematics,2,1,4,7,0,Executive,No
Male,52,8.5,Engineering,3,5,4,2,4,Mid,No
Female,243,7.0,Business,2,8,3,9,4,Senior,Yes
Female,219,9.5,Medicine,0,7,2,9,3,Senior,Yes
Female,518,7.0,Medicine,2,5,3,7,5,Mid,No
Female,970,9.5,Computer Science,3,5,2,9,4,Entry,Yes
Male,109,8.5,Business,3,7,3,6,0,Entry,Yes
Female,351,8.5,Computer Science,0,8,1,9,0,Entry,Yes
Male,921,9.5,Law,3,7,1,10,0,Senior,Yes
Female,66,9.5,Business,4,0,4,2,1,Mid,Yes
Male,10,8.5,Arts,3,1,3,5,5,Entry,No
Female,202,8.5,Law,0,5,2,6,1,Entry,No
Female,794,8.5,Arts,0,7,2,6,4,Entry,No
Female,901,9.5,Business,2,3,1,4,2,Mid,No
Female,214,9.5,Computer Science,3,3,4,4,2,Entry,Yes
Male,68,8.5,Arts,3,1,2,5,0,Entry,No
Female,759,7.0,Medicine,0,9,3,6,1,Mid,No
Male,866,7.0,Mathematics,2,0,4,8,5,Entry,No
Female,327,8.5,Engineering,2,9,5,10,3,Entry,Yes
Female,50,7.0,Computer Science,4,8,3,1,4,Entry,Yes
Male,17,9.5,Law,4,6,3,8,1,Senior,Yes
Other,523,7.0,Mathematics,0,8,1,2,0,Entry,No
Female,821,8.5,Law,2,1,3,7,0,Mid,No
Male,306,9.5,Business,2,9,0,4,2,Mid,Yes
Female,392,8.5,Law,4,4,4,8,5,Mid,No
Male,988,7.0,Engineering,4,1,0,6,5,Entry,No
Female,124,7.0,Engineering,0,9,3,5,0,Entry,No
Female,504,7.0,Medicine,2,6,3,10,0,Entry,Yes
Other,225,9.5,Law,0,8,1,10,3,Entry,Yes
Female,756,9.5,Computer Science,4,2,1,5,4,Entry,Yes
Male,318,7.0,Engineering,3,0,5,4,3,Entry,No
Female,473,8.5,Computer Science,4,3,1,3,2,Entry,No
Male,981,8.5,Medicine,2,3,5,3,1,Entry,No
Female,844,9.5,Business,0,5,1,3,5,Mid,No
Female,891,9.5,Engineering,2,4,5,7,2,Senior,No
Male,858,8.5,Engineering,4,4,2,8,5,Entry,No
Male,541,8.5,Engineering,4,8,1,8,0,Entry,Yes
Female,358,7.0,Law,1,0,3,2,4,Entry,No
Female,483,9.5,Computer Science,4,7,5,3,0,Entry,Yes
Male,869,9.5,Mathematics,2,7,3,2,4,Entry,Yes
Male,878,9.5,Engineering,0,7,5,6,4,Entry,Yes
Male,940,7.0,Computer Science,0,2,4,3,4,Senior,No
Female,877,9.5,Law,1,9,5,6,1,Mid,Yes
Male,429,9.5,Arts,2,7,0,4,2,Executive,Yes
Female,797,9.5,Arts,4,1,5,10,5,Entry,Yes
Male,497,8.5,Computer Science,3,7,5,10,5,Senior,Yes
Female,472,9.5,Law,0,7,2,6,1,Senior,Yes
Male,571,7.0,Arts,2,2,2,3,1,Senior,No
Female,655,9.5,Medicine,1,3,4,5,1,Entry,No
Male,838,8.5,Medicine,3,8,4,8,3,Mid,Yes
Female,864,9.5,Arts,2,8,1,3,3,Mid,Yes
Male,300,9.5,Business,4,9,4,9,3,Mid,Yes
Female,738,8.5,Computer Science,0,8,2,9,1,Mid,Yes
Female,676,9.5,Arts,4,9,0,7,0,Mid,Yes
Male,84,7.0,Computer Science,1,5,5,8,3,Executive,No
Female,377,8.5,Mathematics,0,0,0,9,3,Senior,No
Female,313,8.5,Mathematics,3,7,2,1,1,Senior,Yes
Male,629,7.0,Law,0,8,1,7,2,Entry,No
Male,320,9.5,Mathematics,4,7,0,10,0,Mid,Yes
Male,204,7.0,Mathematics,2,0,5,3,4,Entry,No
Female,355,9.5,Arts,2,5,5,6,4,Entry,No
Female,294,9.5,Medicine,2,8,0,9,5,Senior,Yes
Male,504,9.5,Law,1,8,1,10,0,Senior,Yes
Female,145,9.5,Mathematics,1,6,0,8,1,Mid,Yes
Female,539,7.0,Business,2,6,3,2,2,Senior,No
Female,17,9.5,Computer Science,3,3,2,4,2,Entry,Yes
Female,575,8.5,Business,4,6,0,5,4,Entry,Yes
Female,779,9.5,Mathematics,3,9,0,10,2,Senior,Yes
Female,576,9.5,Medicine,2,4,1,6,4,Entry,No
Male,39,9.5,Mathematics,4,9,0,7,5,Entry,Yes
Female,130,7.0,Engineering,1,4,1,4,3,Entry,No
Female,115,9.5,Engineering,0,0,2,4,5,Entry,No
Male,450,9.5,Computer Science,0,1,3,5,1,Entry,No
Female,950,9.5,Law,4,8,4,9,2,Entry,Yes
Female,925,7.0,Medicine,3,1,2,9,1,Senior,Yes
Female,45,9.5,Mathematics,4,9,0,1,3,Senior,Yes
Male,216,7.0,Computer Science,3,1,3,5,0,Entry,No
Male,600,9.5,Law,3,8,4,5,0,Mid,Yes
Female,848,9.5,Computer Science,0,2,4,7,0,Entry,No
Female,415,7.0,Computer Science,1,1,5,8,4,Mid,No
Male,689,7.0,Business,2,6,5,3,4,Entry,No
Female,265,9.5,Arts,1,8,0,1,0,Mid,Yes
Female,923,8.5,Medicine,2,5,5,2,3,Mid,No
Male,440,7.0,Business,0,6,4,6,5,Entry,No
Male,617,9.5,Law,2,2,4,6,4,Senior,No
Male,381,9.5,Arts,3,2,2,5,5,Mid,Yes
Female,846,9.5,Computer Science,4,7,5,5,5,Mid,Yes
Male,301,7.0,Engineering,2,6,5,9,0,Entry,Yes
Male,985,7.0,Mathematics,1,4,2,7,1,Mid,No
Male,171,9.5,Business,0,5,4,6,0,Entry,No
Male,620,9.5,Medicine,0,8,1,7,0,Senior,Yes
Male,406,9.5,Medicine,4,2,0,3,1,Senior,Yes
Male,355,9.5,Arts,3,2,1,7,5,Entry,Yes
Female,161,8.5,Business,3,5,1,3,4,Mid,No
Female,795,7.0,Computer Science,0,7,4,8,5,Entry,No
Male,552,9.5,Arts,3,4,0,10,1,Senior,Yes
Male,26,9.5,Law,4,0,1,10,4,Entry,Yes
Other,83,9.5,Medicine,0,2,2,9,3,Entry,Yes
Male,173,9.5,Law,3,7,2,3,4,Entry,Yes
Male,999,9.5,Business,2,3,0,7,2,Mid,No
Male,685,9.5,Engineering,2,8,1,8,4,Entry,Yes
Male,794,8.5,Law,3,5,3,3,2,Mid,No
Female,70,9.5,Mathematics,2,9,5,6,4,Mid,Yes
Male,835,9.5,Computer Science,4,3,3,7,1,Entry,Yes
Female,6,8.5,Mathematics,1,3,0,4,4,Mid,No
Male,796,9.5,Medicine,4,9,5,6,0,Entry,Yes
Male,195,8.5,Mathematics,4,4,0,7,4,Senior,No
Female,525,9.5,Business,3,6,3,7,1,Entry,Yes
Male,63,8.5,Engineering,4,6,1,1,1,Senior,Yes
Female,13,9.5,Medicine,3,9,1,2,4,Mid,Yes
Male,761,9.5,Engineering,0,6,4,1,4,Mid,Yes
Female,205,9.5,Medicine,3,4,5,9,4,Entry,Yes
Male,897,9.5,Arts,3,8,0,7,5,Entry,Yes
Female,765,9.5,Mathematics,0,1,1,7,5,Entry,No
Male,40,8.5,Arts,1,7,3,3,3,Entry,No
Female,165,7.0,Arts,0,9,5,5,2,Entry,No
Male,31,9.5,Business,3,7,3,2,4,Entry,Yes
Female,529,9.5,Arts,2,2,2,5,4,Entry,No
Male,649,7.0,Business,3,4,1,8,2,Entry,No
Female,877,7.0,Computer Science,0,7,4,10,0,Executive,Yes
Male,832,7.0,Arts,3,9,4,3,3,Mid,Yes
Male,825,9.5,Business,0,8,5,4,3,Senior,Yes
Female,909,9.5,Medicine,4,6,0,8,0,Entry,Yes
Male,677,7.0,Business,1,3,2,2,2,Entry,No
Male,398,9.5,Law,1,3,5,1,2,Mid,No
Female,459,8.5,Business,0,2,3,3,1,Senior,No
Other,793,9.5,Mathematics,1,7,3,2,2,Mid,Yes
Male,223,8.5,Law,2,5,0,10,5,Mid,No
Female,634,9.5,Medicine,2,9,4,2,3,Entry,Yes
Female,78,8.5,Mathematics,1,5,4,4,5,Executive,No
Male,825,8.5,Business,0,9,3,6,1,Mid,No
Female,839,9.5,Mathematics,2,9,0,10,4,Entry,Yes
Female,600,7.0,Medicine,1,8,5,10,4,Entry,Yes
Other,625,9.5,Mathematics,3,2,1,5,4,Entry,Yes
Male,612,9.5,Law,2,3,5,4,1,Entry,No
Female,938,8.5,Engineering,4,2,2,8,3,Mid,No
Male,938,9.5,Arts,2,2,4,5,2,Entry,No
Male,815,7.0,Law,1,0,5,2,1,Entry,No
Male,884,9.5,Computer Science,1,9,4,4,3,Mid,Yes
Other,428,9.5,Business,1,5,4,7,2,Entry,No
Female,425,7.0,Mathematics,0,8,1,4,0,Entry,No
Female,387,9.5,Medicine,0,4,1,6,3,Mid,No
Female,239,8.5,Arts,3,9,5,2,5,Entry,Yes
Male,858,9.5,Mathematics,3,1,2,9,5,Entry,Yes
Male,623,7.0,Business,2,9,4,4,0,Executive,No
Male,90,8.5,Arts,1,3,3,1,4,Mid,No
Male,385,9.5,Engineering,3,5,4,3,4,Entry,Yes
Female,975,7.0,Business,1,6,2,7,3,Mid,No
Female,139,9.5,Mathematics,2,6,5,10,5,Entry,Yes
Male,997,9.5,Medicine,0,3,2,9,0,Entry,Yes
Male,647,9.5,Engineering,3,9,3,6,1,Mid,Yes
Male,524,9.5,Business,4,9,1,4,2,Entry,Yes
Male,244,9.5,Arts,4,4,3,2,4,Senior,Yes
Female,505,7.0,Mathematics,4,3,2,9,4,Entry,Yes
Female,422,9.5,Engineering,4,9,3,8,4,Mid,Yes
Female,182,9.5,Medicine,4,5,4,7,4,Entry,Yes
Male,195,7.0,Business,4,6,2,2,5,Mid,Yes
Male,874,8.5,Arts,4,1,5,2,3,Entry,No
Male,634,9.5,Mathematics,3,9,1,8,5,Entry,Yes
Female,53,9.5,Arts,4,2,1,9,3,Senior,Yes
Female,986,9.5,Law,4,7,3,9,0,Senior,Yes
Male,990,9.5,Engineering,2,6,3,8,1,Senior,Yes
Female,928,7.0,Mathematics,3,0,3,1,0,Entry,No
Female,868,9.5,Business,2,3,5,5,5,Mid,No
Female,685,9.5,Law,1,4,4,7,5,Senior,No
Female,179,8.5,Arts,4,2,1,10,1,Entry,Yes
Female,293,8.5,Engineering,0,3,2,6,3,Entry,No
Female,375,8.5,Computer Science,4,9,2,1,4,Entry,Yes
Male,59,9.5,Mathematics,4,9,1,10,0,Entry,Yes
Male,54,8.5,Arts,2,9,5,6,1,Senior,No
Male,914,7.0,Engineering,1,6,3,4,2,Entry,No
Male,769,7.0,Computer Science,2,7,0,3,1,Entry,No
Female,245,8.5,Mathematics,3,8,3,4,0,Entry,Yes
Female,149,8.5,Engineering,1,1,5,8,3,Mid,No
Male,796,9.5,Arts,1,3,1,6,4,Entry,No
Female,368,7.0,Computer Science,1,0,4,9,2,Entry,No
Male,16,9.5,Mathematics,2,2,3,5,0,Mid,No
Male,176,9.5,Engineering,4,7,2,9,3,Mid,Yes
Male,540,9.5,Business,4,6,4,4,1,Entry,Yes
Male,406,9.5,Computer Science,4,7,1,4,3,Executive,Yes
Male,467,7.0,Engineering,4,5,0,6,3,Mid,No
Female,880,8.5,Business,4,4,3,10,4,Mid,Yes
Male,129,7.0,Computer Science,3,9,4,7,0,Mid,Yes
Other,223,9.5,Engineering,0,8,4,2,5,Entry,Yes
Male,884,8.5,Arts,1,4,2,4,3,Entry,No
Male,244,9.5,Computer Science,0,8,3,8,1,Senior,Yes
Male,426,9.5,Computer Science,3,3,0,9,1,Entry,Yes
Female,354,9.5,Mathematics,4,4,4,5,4,Senior,Yes
Male,750,9.5,Business,3,0,2,6,3,Entry,Yes
Female,744,9.5,Law,3,5,3,10,1,Entry,Yes
Female,326,8.5,Mathematics,0,2,3,7,5,Entry,No
Female,604,9.5,Law,1,9,0,7,1,Mid,Yes
Female,3,7.0,Engineering,2,1,2,3,4,Mid,No
Male,479,9.5,Arts,2,5,0,2,3,Entry,No
Male,976,9.5,Business,1,0,4,10,4,Mid,Yes
Male,81,7.0,Computer Science,4,8,5,8,3,Entry,Yes
Female,44,9.5,Law,3,4,1,9,1,Mid,Yes
Male,155,8.5,Business,4,6,1,8,5,Mid,Yes
Male,947,9.5,Business,3,9,0,8,0,Entry,Yes
Other,536,9.5,Mathematics,2,8,0,2,1,Mid,Yes
Male,916,9.5,Business,1,8,5,4,0,Entry,Yes
Female,928,7.0,Computer Science,0,6,5,6,3,Senior,No
Female,99,7.0,Mathematics,0,3,5,8,3,Entry,No
Male,397,9.5,Medicine,1,3,5,2,2,Entry,No
Male,880,9.5,Business,2,6,1,8,3,Mid,Yes
Male,171,8.5,Medicine,3,7,4,1,3,Mid,Yes
Female,148,8.5,Law,0,6,5,6,2,Senior,No
Female,123,7.0,Arts,2,9,5,8,0,Entry,No
Female,112,9.5,Mathematics,1,3,0,8,3,Mid,No
Female,130,7.0,Law,4,3,5,7,4,Entry,No
Female,68,7.0,Mathematics,2,7,4,7,3,Entry,No
Male,859,9.5,Arts,2,8,4,10,3,Mid,Yes
Male,828,7.0,Arts,4,6,2,9,1,Senior,Yes
Female,729,9.5,Mathematics,2,2,4,2,3,Senior,No
Male,900,7.0,Law,0,9,5,1,3,Mid,No
Male,892,7.0,Engineering,0,0,3,2,4,Mid,No
Female,608,9.5,Computer Science,0,4,5,3,2,Mid,No
Male,657,8.5,Medicine,2,5,1,9,2,Mid,No
Female,897,7.0,Engineering,2,8,1,10,2,Senior,Yes
Female,545,8.5,Medicine,2,4,0,7,1,Entry,No
Male,286,8.5,Mathematics,1,0,0,5,3,Entry,No
Female,5,9.5,Computer Science,4,3,2,5,0,Mid,Yes
Male,118,7.0,Mathematics,2,1,5,6,0,Mid,No
Male,652,9.5,Business,4,3,2,2,4,Mid,Yes
Male,230,9.5,Mathematics,3,6,3,1,1,Entry,Yes
Male,160,7.0,Law,0,8,0,1,5,Entry,No
Female,294,7.0,Engineering,1,2,1,3,1,Senior,No
Male,761,9.5,Mathematics,4,2,3,1,3,Entry,Yes
Male,785,7.0,Computer Science,0,3,0,9,5,Entry,No
Male,186,8.5,Law,1,6,3,10,0,Entry,Yes
Female,877,7.0,Engineering,0,5,5,5,1,Executive,No
Female,552,9.5,Mathematics,2,4,4,9,4,Entry,Yes
Male,224,9.5,Arts,2,3,4,5,0,Mid,No
Male,152,7.0,Mathematics,0,7,3,1,1,Mid,No
Male,140,9.5,Engineering,1,3,0,7,3,Mid,No
Male,367,9.5,Business,0,2,4,7,3,Entry,No
Female,128,7.0,Business,3,6,4,4,5,Entry,Yes
Female,351,9.5,Medicine,1,1,3,3,3,Senior,No
Male,147,9.5,Engineering,1,3,4,1,3,Mid,No
Male,285,9.5,Mathematics,0,7,5,7,0,Entry,Yes
Male,469,7.0,Arts,4,3,1,5,0,Entry,No
Female,218,9.5,Mathematics,0,9,4,10,1,Entry,Yes
Male,436,9.5,Business,4,6,5,1,4,Entry,Yes
Other,732,9.5,Medicine,1,1,3,1,2,Mid,No
Female,145,9.5,Mathematics,2,4,4,3,2,Entry,No
Male,841,7.0,Arts,2,3,4,3,3,Senior,No
Female,277,9.5,Arts,0,8,2,2,1,Entry,Yes
Female,754,9.5,Mathematics,4,6,3,8,2,Mid,Yes
Female,60,7.0,Arts,0,8,3,8,2,Entry,No
Male,610,7.0,Computer Science,3,9,5,6,2,Entry,Yes
Male,843,7.0,Business,0,6,2,5,2,Mid,No
Female,375,9.5,Computer Science,0,1,2,6,5,Entry,No
Female,404,9.5,Computer Science,0,1,5,1,2,Mid,No
Female,881,9.5,Business,0,1,1,2,5,Mid,No
Female,693,8.5,Engineering,4,4,4,7,5,Entry,No
Female,114,9.5,Law,4,0,0,1,1,Entry,Yes
Female,495,9.5,Medicine,4,6,0,8,2,Entry,Yes
Male,615,7.0,Mathematics,3,1,2,3,2,Mid,No
Female,336,8.5,Law,3,3,3,4,5,Entry,No
Female,831,7.0,Law,0,8,3,7,1,Senior,No
Female,569,9.5,Law,4,7,5,10,0,Mid,Yes
Female,285,9.5,Law,3,9,1,7,0,Entry,Yes
Male,129,9.5,Business,2,1,0,2,0,Senior,No
Female,892,8.5,Law,0,3,5,5,2,Senior,No
Female,978,9.5,Medicine,1,3,5,8,1,Entry,No
Male,315,9.5,Mathematics,4,1,3,9,0,Entry,Yes
Male,960,8.5,Engineering,0,1,1,5,3,Mid,No
Male,598,7.0,Business,0,4,1,2,3,Executive,No
Male,712,9.5,Law,1,3,2,4,1,Senior,No
Male,71,9.5,Arts,2,7,0,5,2,Entry,Yes
Male,345,7.0,Mathematics,3,3,1,6,5,Mid,No
Female,990,7.0,Business,3,7,1,6,0,Mid,Yes
Female,98,9.5,Engineering,1,4,1,1,2,Mid,No
Female,300,9.5,Law,1,0,0,6,5,Mid,No
